Code,Product Name,Unit,Current Stock,Cost Price,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.,Barcode
10029117,EVERYUTH PUYRIFING FACE WASH 25g,PCS,1,0,20,16.37,20,HINDUSTAN UNILEVER LTD,,,8901120142415
10000217,LIZZAT PUNJABI MASALA 200Gm,PACK,-34,0,72,0,70,Shri Mahila Griha udyog,,,8901441017010
10026614, whisper ultra,PCS,35,34.24,40,34.24,38,GENERAL,,,4902430295857
10026372,2 GULAB,PCS,-21,0,121,99.75,110,HINDUSTAN UNILEVER LTD,,,8906076350136
10026373,2 GULAB,PCS,-1,0,63,52,57,HINDUSTAN UNILEVER LTD,,,8906076350129
10025976,20-20 BUTTER CLASSIC 40g,PCS,9109774,0,5,4.46,5,PARLE,,,8901719109843
10028893,20-20 CASHEW 16%EXTRA,PCS,89,0,10,8.66,9.5,HINDUSTAN UNILEVER LTD,,,8901719109881
10027007,20-20 CASHWE 150+50g,PCS,7,0,25,22.32,25,HINDUSTAN UNILEVER LTD,,,8901719109898
10026767,20-20 GLOD COOKIES 56.25g,PCS,17,0,10,9,10,HINDUSTAN UNILEVER LTD,,,8901719115530
10027734,20-20 GOLD 6 PACKS,PCS,6,0,110,75,100,HINDUSTAN UNILEVER LTD,,,8901719115219
10025975,20-20 NICE 68.75,PCS,39,0,10,8.64,10,PARLE,,,8901719109454
10025424,40/-CADBURY DAIRY MILK 52GM,PACK,-1,0,52,26,30,CADBURY,,,99901000003068
10027334,5 STAR,PCS,32,0,20,18.18,20,HINDUSTAN UNILEVER LTD,,,7622201150419
10028641,5 STAR 10.1G,PCS,81,0,5,4.54,5,HINDUSTAN UNILEVER LTD,,,7622201771638
10027557,5 STAR 21.5G,PCS,43,0,10,9.09,10,HINDUSTAN UNILEVER LTD,,,7622201420222
10028562,5 STAR 25% EXTRA,PCS,43,0,10,9.09,10,HINDUSTAN UNILEVER LTD,,,7622201771669
10027559,5 STAR 3D 42G,PCS,20,0,30,26.78,29,HINDUSTAN UNILEVER LTD,,,7622201410964
10028692,50-50 48G,PCS,14,0,10,9.09,9.5,HINDUSTAN UNILEVER LTD,,,8901063017450
10026793,6NWHISPER EXTRA LONG 6N,PCS,44,25.67,30,25.67,29,HINDUSTAN UNILEVER LTD,,,4902430330497
10026742,7 UP 750ML,PCS,-24,0,40,38.33,40,HINDUSTAN UNILEVER LTD,,,8902080304059
10005998,A10 AASHIRWAD 10KG 10KG,PACK,35,0,400,0,325,ITC,,,8901725121112
10005997,A5 AASHIRWAD ATTA  5KG,PACK,18,0,206,0,170,ITC,,,8901725121129
10005173,AAA REMOT CELL,PACK,8,0,8,0,8,Indo National Limited,,,8901559103018
10026114,AAGARBATI,PCS,7,0,30,23.81,28,TEMPTIN,,,8901751010633
10026118,AAGARBATI,PCS,2,0,30,23.81,28,TEMPTIN,,,8901751010640
10028411,AAGARBATI,PCS,22,0,50,26,34,HINDUSTAN UNILEVER LTD,,,AAGAR26
10026587,AAGARBATI 116GM,PCS,1,0,55,40,50,GENERAL,,,8901751011685
10027143,AAGARBATI 18g,PCS,10,0,15,7,10,HINDUSTAN UNILEVER LTD,,,8906049573852
10028048,AAGARBATI 18G,PCS,5,0,10,8.07,10,HINDUSTAN UNILEVER LTD,,,8901751010329
10028724,AAGARBATI 200GM,PCS,9,0,80,35,48,HINDUSTAN UNILEVER LTD,,,AARBTI35
10026592,AAGARBATI 40Gm,PCS,3,0,20,16,20,GENERAL,,,8901751011050
10026589,AAGARBATI 41Gm,PCS,2,0,20,16,20,GENERAL,,,8901751011081
10026591,AAGARBATI 45Gm,PCS,1,0,20,16,20,GENERAL,,,8901751011067
10026590,AAGARBATI 48Gm,PCS,3,0,20,16,20,GENERAL,,,8901751011074
10026113,AAGARBATI 66g,PCS,2,0,30,23.81,28,TEMPTIN,,,8901751010664
10026115,AAGARBATI 66g,PCS,5,0,30,23.81,28,TEMPTIN,,,8901751010671
10026117,AAGARBATI 66g,PCS,1,0,30,23.81,28,TEMPTIN,,,8901751010688
10028409,AAGARBATI FANTASIA 200,PCS,10,0,70,33.33,45,HINDUSTAN UNILEVER LTD,,,FANTA34
10028051,AAGARBATI LIA 115G,PCS,-1,0,50,40.42,48,HINDUSTAN UNILEVER LTD,,,8901751010930
10028052,AAGARBATI LIA 115G,PCS,6,0,50,40.42,48,HINDUSTAN UNILEVER LTD,,,8901751012163
10028047,AAGARBATI LIA 18G,PCS,4,0,10,8.07,10,HINDUSTAN UNILEVER LTD,,,88901751010312
10028049,AAGARBATI LIA 18G,PCS,8,0,10,8.07,10,HINDUSTAN UNILEVER LTD,,,8901751010343
10028050,AAGARBATI LIA 18G,PCS,6,0,10,8.07,10,HINDUSTAN UNILEVER LTD,,,8901751010336
10028388,AAGARBATTI,PCS,14,0,80,30,50,HINDUSTAN UNILEVER LTD,,,AAGA30
10028410,AAGARBATTI 500GM,PCS,1,0,120,80,98,HINDUSTAN UNILEVER LTD,,,PINELE80
10021662,AAKASH AALU BHUJIA 150GM,PACK,3,0,35,0,30,AAKASH,,,8906005910486
10021663,Aakash AALU BHUJIA 350G,PACK,-6,0,75,0,70,AAKASH,,,8906005910493
10002103,AAKASH All in one  350G 0,PACK,3,0,75,0,70,GENERAL,,,8906005910646
10028135,AAKASH BESAN LADDU 400g,PCS,2,0,120,95,110,HINDUSTAN UNILEVER LTD,,,8906005912336
10002098,AAKASH BIKANERI BHUJIA 350G,PACK,-3,0,75,0,70,AAKASH,,,8906005910547
10026233,AAKASH BOONDI,PCS,50,0,5,0,5,NILONs,,,8906005912534
10028712,AAKASH GULAB JAMUN 1KG,PCS,5,0,220,101.26,175,HINDUSTAN UNILEVER LTD,,,8906005911261
10026230,AAKASH HING SEV 350g,PCS,2,0,75,62,72,NILONs,,,8906005912152
10018671,AAKASH KH.MTH.350G,PACK,-1,0,75,0,70,BAJAJ,,,8906005910042
10026622,AAKASH KHATA MITHA MIX 900G,PCS,2,0,175,146,165,GENERAL,,,8906005910059
10002107,AAKASH Khatta Meetha 150Gm,PACK,7,0,35,0,33,AAKASH,,,8906005910035
10018672,AAKASH LA.MIX 350G,PACK,4,0,75,0,70,AAKASH,,,8906005910196
10018674,AAKASH LA.SEV350G,PACK,-1,0,75,0,70,AAKASH,,,8906005910349
10007019,AAKASH LAJAWAB MIX 150G,PACK,2,0,35,0,30,AAKASH,,,8906005910189
10007025,AAKASH Laung Sev 350Gm,PACK,-8,0,75,0,70,AAKASH,,,8906005910141
10018675,AAKASH MASTANA .MIX150G,PACK,2,0,35,0,33,AAKASH,,,8906005910233
10002102,AAKASH MASTANA MIX 350G,PACK,3,0,75,0,70,AAKASH,,,8906005910240
10018673,AAKASH MUMBAI .MIX 350G,PACK,-7,0,75,0,70,AAKASH,,,8906005910295
10017233,AAKASH Raita Boondi 150Gm,PACK,16,0,35,0,34,AAKASH,,,8906005910875
10018183,AAKASH RASGLLA,PACK,12,0,180,0,155,GENERAL,,,8906005911193
10012677,AAKASH RATLAMI SEV 150GM,PACK,5,0,35,0,30,AAKASH,,,8906005910080
10002104,AAKASH Ratlami Sev 350Gm,PACK,-7,0,75,0,70,AAKASH,,,8906005910097
10026623,AAKASH RATLAMI SEV 900g,PCS,2,0,175,0,165,GENERAL,,,8906005910103
10027375,AAKASH SOHAN PAPADI 200g,.PCS,2,0,50,34,45,HINDUSTAN UNILEVER LTD,,,8906005911124
10025914,AAKASH SOHAN PAPDI 400G,PCS,1,0,100,65,92,AAKASH,,,8906005911131
10017232,AAKASH Ujjaini Sev 150Gm,PACK,3,0,35,0,33,AAKASH,,,8906005913654
10007026,AAKASH UJJANIN SEV 350G,PACK,20,0,75,0,70,AAKASH,,,8906005912558
10026737,AAKHROT 250Gm,PCS,-4,0,500,265,275,HINDUSTAN UNILEVER LTD,,,AKHRO265
10027178,AAKHROT 250GM,PCS,8,0,550,255,275,HINDUSTAN UNILEVER LTD,,,KAKHROT255
10027577,AAKHROT 250GM,PCS,-30,0,500,260,275,HINDUSTAN UNILEVER LTD,,,AKHROT260
10027525,AAKROT,PCS,-24,0,475,260,280,HINDUSTAN UNILEVER LTD,,,8906009181127
10027438,AAKROT 500GM,PCS,1,0,530,310,340,HINDUSTAN UNILEVER LTD,,,8906009181097
10028370,AAKROT GIR 250GM,PCS,-16,0,450,236,260,HINDUSTAN UNILEVER LTD,,,GIRI235
10029048,AALOO SEV 23G,PCS,36,0,5,3.75,5,HINDUSTAN UNILEVER LTD,,,8906023656243
10027022,AALSI 250g,PCS,-49,0,40,20,30,HINDUSTAN UNILEVER LTD,,,AALSI20
10026363,AAMCHUR 100g,PCS,-34,0,40,20,30,HINDUSTAN UNILEVER LTD,,,AAMCHUR20
10026730,AAMCHUR 100Gm,PCS,-4,0,22,18,20,HINDUSTAN UNILEVER LTD,,,AAMCHUR18
10027215,AAMCHUR 100GM,PCS,21,0,70,32.4,64,HINDUSTAN UNILEVER LTD,,,8901786271009
10027265,AAMCHUR 100GM,PCS,-1,0,30,15,20,HINDUSTAN UNILEVER LTD,,,8901652140201
10027341,AAMCHUR 100GM,PCS,-9,0,30,15,20,HINDUSTAN UNILEVER LTD,,,AAMCHUR15
10027929,AANJEER 250Gm,PCS,-10,0,300,200,220,HINDUSTAN UNILEVER LTD,,,AAEER200
10028547,AANJEER 250Gm,PCS,10,0,500,190,210,HINDUSTAN UNILEVER LTD,,,AAEER190
10028665,AANJEER 250GM,PCS,-24,0,500,155,190,HINDUSTAN UNILEVER LTD,,,AAEER155
10029103,AANJEER 250GM,PCS,20,0,500,170,200,HINDUSTAN UNILEVER LTD,,,AAEER170
10026850,AANJEER 500Gm,PCS,-3,0,500,390,430,HINDUSTAN UNILEVER LTD,,,4311596455706
10026851,AANJEER 500Gm,PCS,-31,0,300,200,220,HINDUSTAN UNILEVER LTD,,,AANJEER200
10027824,AANJEER 500Gm,PCS,-10,0,500,420,430,HINDUSTAN UNILEVER LTD,,,ANJER420
10027258,AASHIRVAAD MULTIGRAIN 5KG,PCS,3,0,305,262.63,270,HINDUSTAN UNILEVER LTD,,,8901725111533
10005996,AASHIRWAD Aata Multigrain 5kg,PACK,5,0,305,0,265,ITC,,,8901725121624
10028709,AASKASH SWEET CELERATION 1KG,PCS,2,0,225,169.2,199,HINDUSTAN UNILEVER LTD,,,8906005912770
10025956,AASTA AAGARBATI KAVDA 20g,PCS,1,0,10,6.5,10,FSSAI,,,8904109403293
10025964,AASTHA AGARBATTI BHAKTI 10STICKS,PCS,-2,0,15,9.75,13,FSSAI,,,8904109404047
10025951,AASTHA AGARBATTI LOBAN 60 STICKS,PCS,1,0,30,19.5,23,FSSAI,,,8904109403583
10025961,AASTHA AGARBATTI ROSE 20STICKS,PCS,-1,0,30,19.5,26,FSSAI,,,8904109404337
10025950,AASTHA AGARBATTI ROSE 60STICKS,PCS,1,0,30,19.5,23,FSSAI,,,8904109403538
10025955,AASTHA AGARBATTI TATHASTU 75g,PCS,-1,0,30,19.5,23,FSSAI,,,8904109403699
10025959,AASTHA DHOOP SANDAL 20STICKS,PCS,1,0,30,19.5,26,FSSAI,,,8904109404344
10028631,AATA CHANI,PCS,6,0,30,14,20,HINDUSTAN UNILEVER LTD,,,CHANI14
10028632,AATA CHANI,PCS,8,0,50,21,30,HINDUSTAN UNILEVER LTD,,,CHHANI21
10027023,AATA RUSK 350GM,PCS,5,0,50,40,45,HINDUSTAN UNILEVER LTD,,,RUSK40
10027373,ACT,PCS,-15,0,20,9.09,19.5,HINDUSTAN UNILEVER LTD,,,8901512545909
10018486,ACT 270GM,PACK,6,0,30,0,30,GENERAL,,,8901512540508
10011473,ACT II Chilli Surprise 10/-,PACK,411021,0,10,0,9.8,Agro Tech Foods Ltd.,,,8901512540409
10011474,ACT II Classic Salted 10/-,PACK,97,0,10,0,9.8,Agro Tech Foods Ltd.,,,8901512540102
10011475,ACT II Golden Sizzle 10/-,PACK,149,0,10,0,9.8,Agro Tech Foods Ltd.,,,8901512540201
10020814,ACT II magic butter,PACK,165,0,10,0,9.8,GENERAL,,,8901512540805
10021320,ACT II Popcorn 33GM,PACK,12,0,25,0,24,GENERAL,,,8901512507600
10025425,ACT II TANDOORI TADKA 70G,PACK,3,0,30,0,30,Agro Tech Foods Ltd.,,,8901512543400
10027439,ACT POPKON 60G,PCS,13,0,20,18.18,19.5,HINDUSTAN UNILEVER LTD,,,8901512546005
10029126,ACTIV BUTTER POPCON 27G,PCS,10,0,10,9.09,10,HINDUSTAN UNILEVER LTD,,,8901512562609
10028134,ACTIV POPCORN 70G,PCS,7,0,10,9.09,10,HINDUSTAN UNILEVER LTD,,,8901512546104
10028255,ADVANCE BARTAN 1L,PCS,4,0,125,52,80,HINDUSTAN UNILEVER LTD,,,9060328464688
10009885,AER BRIGHT TANGY,PACK,7,0,55,0,52,GODREJ,,,8901023014505
10017144,AER FRESH LUSH,PACK,1,0,55,0,52,GODREJ,,,8901023016011
10009887,AER MORNING MISHTY,PACK,6,0,55,0,52,GODREJ,,,8901023014529
10017004,AER PETAL PINK,PACK,1,0,55,0,52,GODREJ,,,8901023016004
10001534,AER SPRAY FRESH LUSH,PACK,2,0,149,0,120,GODREJ,,,8901157045109
10009886,AER Voilet 55/-,PACK,13,0,55,0,52,GODREJ,,,8901023014512
10028431,AFTER SHAVE 100ML,PCS,1,0,110,85,99,HINDUSTAN UNILEVER LTD,,,8901277001436
10027142,AGARBATI KASTURI 18g,PCS,80,0,15,7.39,10,HINDUSTAN UNILEVER LTD,,,8906049573333
10028324,AGARBATI PRABHU SPARSH 400GM,PCS,6,0,140,85,110,HINDUSTAN UNILEVER LTD,,,8906097161520
10028325,AGARBATTI DALI SELECT 400Gm,PCS,9,0,140,85,110,HINDUSTAN UNILEVER LTD,,,8906097161506
10006019,AIM MATCH BOX,PACK,-17,0,10,0,10,ITC,,,8906016577012
10028739,AIR FRASHNER,PCS,33,0,30,10,15,HINDUSTAN UNILEVER LTD,,,AIRFRA10
10028932,AIREL MATIC 2L = 2Kg,PCS,2,0,500,425.95,460,HINDUSTAN UNILEVER LTD,,,4987176028730
10028931,AIREL MATIC 2LTR,PCS,3,0,440,374.82,420,HINDUSTAN UNILEVER LTD,,,4987176028723
10028930,AIREL MATIC 500ML,PCS,3,0,115,97.97,105,HINDUSTAN UNILEVER LTD,,,4902430889940
10028590,AJAY SENSITIVE+ BUY 2 GET 1 FRE,PCS,1,0,80,54.99,68,HINDUSTAN UNILEVER LTD,,,8908003630168
10013718,AJAY TB Quest Hard,PACK,11,0,22,0,20,Raghav Lifestyle Products,,,8908003630007
10011844,AJAY TB Quest Medium,PACK,12,0,22,0,20,Raghav Lifestyle Products,,,8908003630014
10013717,AJAY TB Quest Soft,PACK,8,0,22,0,20,Raghav Lifestyle Products,,,8908003630021
10011842,Ajay TB Sensitive+ 35/-,PACK,22,0,40,0,32,Raghav Lifestyle Products,,,8908003630083
10028171,AJINO MOTO 50GM,PCS,11,0,20,12,15,HINDUSTAN UNILEVER LTD,,,AJINO12
10026227,AJWAIN 100G,PCS,4,0,30,16,25,NILONs,,,AJWAIN16
10026728,AJWAIN 100Gm,PCS,-9,0,45,36,45,HINDUSTAN UNILEVER LTD,,,AJWAIN36
10027910,AJWAIN 500Gm,PCS,5,0,130,90,110,HINDUSTAN UNILEVER LTD,,,AJWAIN90
10026729,AJWAIN 50Gm,PCS,-201,0,22,18,20,HINDUSTAN UNILEVER LTD,,,AJWAIN18
10027150,AJWIN COOKIES 200Gm,PCS,-4,0,60,48,55,HINDUSTAN UNILEVER LTD,,,AJWAIN48
10027621,Akash raita boondi 40G,PCS,26,0,10,8.2,10,HINDUSTAN UNILEVER LTD,,,8906005911490
10026736,AKHROT 250GM,PCS,8,0,500,265,275,HINDUSTAN UNILEVER LTD,,,KAKHRO265
10027196,AKHROT 250GM,PCS,-8,0,550,266,275,HINDUSTAN UNILEVER LTD,,,AKHROT255
10021865,AKHROT 500G,KG,-7,0,540,320,330,GENERAL,,,AKHROT320
10026132,ALIFE  LLOVELY LIME SHOAP,PCS,12,0,40,26.12,35,TEMPTIN,,,8906008810516
10026131,ALIFE SHOAP,PCS,7,0,40,27.12,35,TEMPTIN,,,8906008810509
10027616,ALL IN ONE 200g,PCS,15,0,47,40.7,45,HINDUSTAN UNILEVER LTD,,,8904004402056
10027729,ALL IN ONE 400GM,PCS,7,0,90,77.86,86,HINDUSTAN UNILEVER LTD,,,8904004402032
10026435,ALL OUT 95ML,PCS,-1,0,0,0,40,GENERAL,,,8906006430099
10009043,ALL OUT LIQUID VAPORIZER REFILL 45 ML,PACK,8,0,89,0,80,SC JOHNSON COMPANY,,,8906006430273
10024407,ALL OUT SATTVA REFIL 45M,PACK,33,57,75,57,70,SC JOHNSON,,,8904271200454
10023018,ALL OUT ULTRA POWER,PACK,3,0,134,0,125,SC JOHNSON,,,8906006430402
10018518,ALLOUT MACHINE SET 45ml,PACK,-4,64,89,64,88,GENERAL,,,8906006435773
10018519,ALLOUT RF.,PACK,4,0,72,0,70,GENERAL,,,8906006430419
10009613,ALLOUT Ultra Ref 45ml,PACK,30,0,72,0,68,SC JOHNSON COMPANY,,,8904271200232
10027650,ALMOND,PCS,-2,0,20,18.5,20,HINDUSTAN UNILEVER LTD,,,8901262070096
10028092,ALMOND DROP 19ML,PCS,4,0,10,9,10,HINDUSTAN UNILEVER LTD,,,88906014765039
10000513,Almond Drop 300ml,PACK,10,0,175,0,165,BAJAJ,,,8906014765985
10026956,ALMOND TREAT 72G,PCS,6,0,100,89.28,98,HINDUSTAN UNILEVER LTD,,,7622201138455
10027551,ALOE VERA KANTI 250Gm,PCS,3,0,90,77.76,86,HINDUSTAN UNILEVER LTD,,,8904109464584
10027195,ALOEVERA SOAP,PCS,-1,0,10,9,10,HINDUSTAN UNILEVER LTD,,,8904109449666
10018329,ALOEVERAGEL+RS10/DANTKANTI 150ML,PACK,3,0,90,0,88,GENERAL,,,8904109400643
10027895,ALOO FRYUMS 150GM,PCS,3,0,45,28,40,HINDUSTAN UNILEVER LTD,,,CACARI28
10028400,ALOO GALHARI 50Gm,PCS,401131,0,10,9,10,HINDUSTAN UNILEVER LTD,,,8906014920445
10019510,ALSI ( SORTEX) 250gm(250 GM),PACK,-1,0,30,0,25,GENERAL,,,99901000001200
10019906,ALSI 500gm (500 gm),PACK,-1,0,50,0,40,GENERAL,,,99901000001295
10024010,ALSI ROASTD 200gm,PACK,-1,0,50,0,35,GENERAL,,,99901000002727
10028555,ALUMINIUM FOIL 72MTR,PCS,1,0,499,210,250,HINDUSTAN UNILEVER LTD,,,8906097500008
10028556,ALUMINIUM FOIL 72MTR,PCS,-1,0,395,205,250,HINDUSTAN UNILEVER LTD,,,8906067345615
10028697,ALUMINUM FOIL 18METER,PCS,3,0,149,68,80,HINDUSTAN UNILEVER LTD,,,8906096050016
10028698,ALUMINUM FOIL 9M 9M,PCS,1,0,99,50,75,HINDUSTAN UNILEVER LTD,,,8906096050023
10026912,AMBI PUR 275G,PCS,-1,0,279,197.62,250,HINDUSTAN UNILEVER LTD,,,4902430918329
10026913,AMBI PUR 275G,PCS,4,0,279,197.62,250,HINDUSTAN UNILEVER LTD,,,4902430918336
10027653,AMBI PUR 275G,PCS,1,0,279,232.49,250,HINDUSTAN UNILEVER LTD,,,4902430918343
10026914,AMBI PUR AIR 275G,PCS,1,0,279,197.62,250,HINDUSTAN UNILEVER LTD,,,4902430918312
10020866,AMBI PUR CAR VANILLA B,PACK,1,0,299,0,250,P & G,,,4902430819664
10021805,AMBI PUR FRESH BOOST,PACK,1,0,299,0,250,Procter & gamble,,,4902430820547
10021803,AMBI PUR Sweet citrus and zest,PACK,2,0,299,0,250,Procter & gamble,,,4902430819695
10015690,Ambipure Car ST Exotic Jasmine 7.5ml 315/-,PACK,1,0,299,0,250,P & G,,,4902430819718
10019807,AMCHUR 100 GM,PACK,-1,0,30,0,18,GENERAL,,,99901000001279
10027561,AMINA HANNA NATURAL BROWN 25g,PCS,3,0,24,16,22,HINDUSTAN UNILEVER LTD,,,8906077710038
10010515,Amina Henna 20gm 6/-,PACK,153,0,6,0,6,Amina Henna Herbal (India) Pvt. Ltd.,,,8906027540036
10010514,Amina Henna 40Gm,PACK,10,0,10,0,10,Amina Henna Herbal (India) Pvt. Ltd.,,,8906027540043
10013432,Amina Henna 80Gm,PACK,-14,0,22,0,20,Amina Henna Herbal (India) Pvt. Ltd.,,,8906027540067
10011519,Amina Henna Natural Black 30Gm,PACK,-6,0,24,0,22,Amina Henna Herbal (India) Pvt. Ltd.,,,8906077710021
10027693,AMLA ALOE VERA 100ML,PCS,-1,0,49,40.5,46,HINDUSTAN UNILEVER LTD,,,8901207032370
10027694,AMLA ALOE VERA 200ML,PCS,2,0,95,78.66,90,HINDUSTAN UNILEVER LTD,,,8901207032387
10027701,AMLA-ALOEVERA JUICE 500Ml,PCS,1,0,100,83.32,95,HINDUSTAN UNILEVER LTD,,,8904109465291
10025969,AMMAM TRIANGA JHADU,PCS,4,0,91,45,50,AHINSHA,,,AMMAM TIRANGA45
10010916,AMUL Amulya Dairy Whitener 200gm,PACK,6,0,85,0,80,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262090353
10028804,AMUL ASHWAGNDHA DOODH 180ML,PCS,2,0,25,22.25,25,HINDUSTAN UNILEVER LTD,,,8901262152495
10028367,AMUL BELGIAN  35G,PCS,4,0,40,33.32,38,HINDUSTAN UNILEVER LTD,,,8901262071758
10012639,AMUL Bindas Chocolate 5/-,PACK,54,0,5,0,5,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262070379
10027152,AMUL BUTTER,PCS,2,0,510,459,470,HINDUSTAN UNILEVER LTD,,,8901262010184
10007736,AMUL Butter 100gm,PACK,215,0,48,0,47,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262010016
10022453,AMUL BUTTER 200gm,PACK,-1,0,98,0,97,GENERAL,,,8901262010320
10027153,AMUL BUTTER 50 UNITS,PCS,5,0,485,441.35,470,HINDUSTAN UNILEVER LTD,,,8901262010306
10007038,AMUL Butter 500gm,PACK,10,0,235,0,230,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262010023
10027881,AMUL BUTTER 500GM,PCS,1,0,300,210,220,HINDUSTAN UNILEVER LTD,,,BUTTER210
10028116,AMUL BUTTER COOKIES 20,PCS,10,0,20,17.6,20,HINDUSTAN UNILEVER LTD,,,8901262221122
10028061,AMUL BUTTER COOKIES 50g,PCS,1,0,20,18.29,20,HINDUSTAN UNILEVER LTD,,,8901262221627
10028062,AMUL BUTTER COOKIES 50GM,PCS,10,0,10,8.8,10,HINDUSTAN UNILEVER LTD,,,8901262221511
10028060,AMUL BUTTER COOKIES OATS 50G,PCS,16,0,15,13.2,15,HINDUSTAN UNILEVER LTD,,,8901262221047
10026826,AMUL CHADAI DUDH 200ML,PCS,2,0,30,26.7,30,HINDUSTAN UNILEVER LTD,,,U8901262151917
10027367,AMUL CHEES 200G,PCS,-4,0,106,94.47,105,HINDUSTAN UNILEVER LTD,,,8901262020244
10028917,AMUL CHEES SAUCE 200G,PCS,2,0,75,67.5,73,HINDUSTAN UNILEVER LTD,,,8901262020640
10009632,AMUL Cheese Mozzarella Pizza 200gm 86/-,PACK,7,0,100,0,99,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262020206
10028919,AMUL CHEESE SAUCE 200G,PCS,2,0,75,67.5,73,HINDUSTAN UNILEVER LTD,,,8901262020671
10028918,AMUL CHEESE SAUCE 200GM,PCS,2,0,75,67.5,73,HINDUSTAN UNILEVER LTD,,,8901262020657
10012030,AMUL Cheese Slice 200gm,PACK,29,0,71,0,70,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262020046
10009487,AMUL Cheese Slices 10s,PACK,20,0,122,0,120,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262020015
10011317,AMUL CheeseSpread 200gm 75/-,PACK,2,0,85,0,84,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262060011
10011314,AMUL CheeseSpread Spicy Garlic 200gm 75/-,PACK,2,0,85,0,84,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262060028
10028369,AMUL CHOCOMINIS 250G,PCS,8,0,120,107.16,115,HINDUSTAN UNILEVER LTD,,,8901262070546
10026828,AMUL COOL BADAM 180Ml,PCS,19,0,20,17.8,20,HINDUSTAN UNILEVER LTD,,,8901262152242
10026843,AMUL COW GHEE 200ML,PCS,4,0,111,103.22,108,HINDUSTAN UNILEVER LTD,,,8901262030564
10027158,AMUL COW GHEE 500ML,PCS,1,0,260,239.54,255,HINDUSTAN UNILEVER LTD,,,8901262030519
10027156,AMUL COW GHEE AL,PCS,4,0,515,489.53,505,HINDUSTAN UNILEVER LTD,,,8901262030243
10028382,AMUL DAHI 200G,PCS,-11,0,20,18,20,HINDUSTAN UNILEVER LTD,,,8901262200028
10028167,AMUL DAHI 400g,PCS,-111,0,27,25,27,HINDUSTAN UNILEVER LTD,,,8901262200622
10027879,AMUL DARK CHOCOLATE 40G,PCS,8,0,25,20.83,24,HINDUSTAN UNILEVER LTD,,,8901262070454
10027157,AMUL DARK PASSION 15G,PCS,-13,0,10,7.5,10,HINDUSTAN UNILEVER LTD,,,8901262071086
10027880,AMUL DARK SUGAR FREE 35G,PCS,4,0,30,24.99,29,HINDUSTAN UNILEVER LTD,,,8901262070324
10028368,AMUL ENERGY 40G,PCS,3,0,25,20.83,24,HINDUSTAN UNILEVER LTD,,,8901262070898
10010518,AMUL Fresh Cream 1ltr 185/-,PACK,3,0,197,0,190,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262150118
10017775,AMUL Fresh Cream 250ml,PACK,65,0,63,0,62,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262151863
10027877,AMUL FRUIT N NUT 150G,PCS,1,0,100,80,95,HINDUSTAN UNILEVER LTD,,,8901262070539
10027540,AMUL FRUIT NUT 40G,PCS,70010,0,30,24.99,28,HINDUSTAN UNILEVER LTD,,,8901262070058
10028115,AMUL GARLIC & HERBS BUTTER 100G,PCS,2,0,49,44.89,48,HINDUSTAN UNILEVER LTD,,,8901262010344
10018493,AMUL GHEE 1L,PACK,1,0,520,0,480,GENERAL,,,8901262030069
10000730,AMUL Ghee 1ltr REFILL,PACK,6,0,500,0,480,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262030151
10018494,AMUL GHEE 500ML,PACK,4,0,255,0,245,GENERAL,,,8901262030267
10016047,AMUL Ghee Ref 200ml,PACK,1,0,106,0,104,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262030137
10029106,AMUL GOLD 1LTR,PCS,3,0,53,52,53,HINDUSTAN UNILEVER LTD,,,8901262260114
10028168,AMUL GOLD 500Ml,PCS,-193,0,27,26.5,27,HINDUSTAN UNILEVER LTD,,,8901262260107
10012660,AMUL Gulab Jamun 1kg 190/-,PACK,1,0,220,0,215,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,,,8901262050005
10028803,AMUL KADAHI MILK 180ML,PCS,1,0,20,17.8,20,HINDUSTAN UNILEVER LTD,,,8901262152389
10026836,AMUL KOOL CAFE 200ML,PCS,1,0,25,22.25,25,HINDUSTAN UNILEVER LTD,,,8901262150477
10026829,AMUL KOOL ELAICHI 180Ml,PCS,12,0,20,17.8,20,HINDUSTAN UNILEVER LTD,,,8901262152228
10026830,AMUL KOOL KESAR 180Ml,PCS,9,0,20,17.8,20,HINDUSTAN UNILEVER LTD,,,8901262152211
10028057,AMUL KOOL KOKO 200ML,PCS,1,0,30,26.7,30,HINDUSTAN UNILEVER LTD,,,8901262151313
