code,product_name,unit,stock,cost_price,mrp,purchase_price,sales_price,company,barcode
10026614, whisper ultra,PCS,45,34.24,40,34.24,38,GENERAL,4902430295857
10026372,2 GULAB,PCS,-21,0,121,99.75,110,HINDUSTAN UNILEVER LTD,8906076350136
10026373,2 GULAB,PCS,-1,0,63,52,57,HINDUSTAN UNILEVER LTD,8906076350129
10025976,20-20 BUTTER CLASSIC 40g,PCS,9109774,0,5,4.46,5,PARLE,8901719109843
10027007,20-20 CASHWE 150+50g,PCS,22,0,25,22.32,25,HINDUSTAN UNILEVER LTD,8901719109898
10026767,20-20 GLOD COOKIES 56.25g,PCS,17,0,10,9,10,HINDUSTAN UNILEVER LTD,8901719115530
10027734,20-20 GOLD 6 PACKS,PCS,7,0,110,75,100,HINDUSTAN UNILEVER LTD,8901719115219
10025975,20-20 NICE 68.75,PCS,49,0,10,8.64,10,PARLE,8901719109454
10027334,5 STAR,PCS,10,0,20,18.18,20,HINDUSTAN UNILEVER LTD,7622201150419
10027557,5 STAR 21.5G,PCS,73,0,10,9.09,10,HINDUSTAN UNILEVER LTD,7622201420222
10027559,5 STAR 3D 42G,PCS,11,0,30,26.78,29,HINDUSTAN UNILEVER LTD,7622201410964
10026793,6NWHISPER EXTRA LONG 6N,PCS,52,25.67,30,25.67,29,HINDUSTAN UNILEVER LTD,4902430330497
10026742,7 UP 750ML,PCS,-23,0,40,38.33,40,HINDUSTAN UNILEVER LTD,8902080304059
úí╠ƒ₧X£î`,8ùûüöôæ╝ÅÄHî|P(⌠çåqäâ⌡ü¼~8|l@Σwvatsσq£on(,?>°<,4,0,0,0,0,,"Φ,≡╚ö'&$#ò!L╪α╕ä"
10005998,A10 AASHIRWAD 10KG 10KG,PACK,28,0,400,0,335,ITC,8901725121112
10005997,A5 AASHIRWAD ATTA  5KG,PACK,17,0,206,0,175,ITC,8901725121129
10005173,AAA REMOT CELL,PACK,8,0,8,0,8,Indo National Limited,8901559103018
10026114,AAGARBATI,PCS,7,0,30,23.81,28,TEMPTIN,8901751010633
10026118,AAGARBATI,PCS,2,0,30,23.81,28,TEMPTIN,8901751010640
10028411,AAGARBATI,PCS,15,0,50,26,32,HINDUSTAN UNILEVER LTD,AAGAR26
10026587,AAGARBATI 116GM,PCS,1,0,55,40,50,GENERAL,8901751011685
10027143,AAGARBATI 18g,PCS,7,0,15,7,10,HINDUSTAN UNILEVER LTD,8906049573852
10028048,AAGARBATI 18G,PCS,5,0,10,8.07,10,HINDUSTAN UNILEVER LTD,8901751010329
10026592,AAGARBATI 40Gm,PCS,3,0,20,16,20,GENERAL,8901751011050
10026589,AAGARBATI 41Gm,PCS,2,0,20,16,20,GENERAL,8901751011081
10026591,AAGARBATI 45Gm,PCS,1,0,20,16,20,GENERAL,8901751011067
10026590,AAGARBATI 48Gm,PCS,3,0,20,16,20,GENERAL,8901751011074
10026113,AAGARBATI 66g,PCS,2,0,30,23.81,28,TEMPTIN,8901751010664
10026115,AAGARBATI 66g,PCS,5,0,30,23.81,28,TEMPTIN,8901751010671
10026117,AAGARBATI 66g,PCS,2,0,30,23.81,28,TEMPTIN,8901751010688
10028409,AAGARBATI FANTASIA 200,PCS,22,0,70,33.33,45,HINDUSTAN UNILEVER LTD,FANTA34
10028051,AAGARBATI LIA 115G,PCS,5,0,50,40.42,48,HINDUSTAN UNILEVER LTD,8901751010930
10028052,AAGARBATI LIA 115G,PCS,7,0,50,40.42,48,HINDUSTAN UNILEVER LTD,8901751012163
10028047,AAGARBATI LIA 18G,PCS,4,0,10,8.07,10,HINDUSTAN UNILEVER LTD,88901751010312
10028049,AAGARBATI LIA 18G,PCS,8,0,10,8.07,10,HINDUSTAN UNILEVER LTD,8901751010343
10028050,AAGARBATI LIA 18G,PCS,8,0,10,8.07,10,HINDUSTAN UNILEVER LTD,8901751010336
10028388,AAGARBATTI,PCS,28,0,80,30,50,HINDUSTAN UNILEVER LTD,AAGA30
10028410,AAGARBATTI 500GM,PCS,5,0,120,80,98,HINDUSTAN UNILEVER LTD,PINELE80
10026116,AAGRBATI,PCS,1,0,30,23.81,28,TEMPTIN,8901751010657
10021662,AAKASH AALU BHUJIA 150GM,PACK,6,0,35,0,30,AAKASH,8906005910486
10021663,Aakash AALU BHUJIA 350G,PACK,-2,0,75,0,70,AAKASH,8906005910493
10002103,AAKASH All in one  350G 0,PACK,8,0,75,0,70,GENERAL,8906005910646
10028135,AAKASH BESAN LADDU 400g,PCS,2,0,120,95,110,HINDUSTAN UNILEVER LTD,8906005912336
10002098,AAKASH BIKANERI BHUJIA 350G,PACK,-2,0,75,0,70,AAKASH,8906005910547
10026233,AAKASH BOONDI,PCS,50,0,5,0,5,NILONs,8906005912534
10026230,AAKASH HING SEV 350g,PCS,3,0,75,62,72,NILONs,8906005912152
10018671,AAKASH KH.MTH.350G,PACK,8,0,75,0,70,BAJAJ,8906005910042
10026622,AAKASH KHATA MITHA MIX 900G,PCS,2,0,175,146,165,GENERAL,8906005910059
10002107,AAKASH Khatta Meetha 150Gm,PACK,9,0,35,0,30,AAKASH,8906005910035
10018672,AAKASH LA.MIX 350G,PACK,12,0,75,0,70,AAKASH,8906005910196
10018674,AAKASH LA.SEV350G,PACK,2,0,75,0,70,AAKASH,8906005910349
10007019,AAKASH LAJAWAB MIX 150G,PACK,2,0,35,0,30,AAKASH,8906005910189
10007021,AAKASH Laung Sev 150Gm,PACK,5,0,35,0,33,AAKASH,8906005910134
10007025,AAKASH Laung Sev 350Gm,PACK,8,0,75,0,70,AAKASH,8906005910141
10002102,AAKASH MASTANA MIX 350G,PACK,9,0,75,0,70,AAKASH,8906005910240
10018673,AAKASH MUMBAI .MIX 350G,PACK,1,0,75,0,70,AAKASH,8906005910295
10017233,AAKASH Raita Boondi 150Gm,PACK,37,0,35,0,34,AAKASH,8906005910875
10018183,AAKASH RASGLLA,PACK,8,0,180,0,155,GENERAL,8906005911193
10012677,AAKASH RATLAMI SEV 150GM,PACK,5,0,35,0,30,AAKASH,8906005910080
10002104,AAKASH Ratlami Sev 350Gm,PACK,3,0,75,0,70,AAKASH,8906005910097
10026623,AAKASH RATLAMI SEV 900g,PCS,2,0,175,0,165,GENERAL,8906005910103
10027375,AAKASH SOHAN PAPADI 200g,.PCS,2,0,50,34,45,HINDUSTAN UNILEVER LTD,8906005911124
10025914,AAKASH SOHAN PAPDI 400G,PCS,1,0,100,65,92,AAKASH,8906005911131
10007024,AAKASH TASTY PEANUT 150G,PACK,5,0,35,0,33,AAKASH,8906005910387
10026231,AAKASH TIKHA MIXTURE,PCS,1,0,60,55,56,NILONs,8906005911506
10017232,AAKASH Ujjaini Sev 150Gm,PACK,1,0,0,0,30,AAKASH,8906005913654
10007026,AAKASH UJJANIN SEV 350G,PACK,31,0,75,0,70,AAKASH,8906005912558
10026737,AAKHROT 250Gm,PCS,-4,0,500,265,275,HINDUSTAN UNILEVER LTD,AKHRO265
10027178,AAKHROT 250GM,PCS,8,0,550,255,275,HINDUSTAN UNILEVER LTD,KAKHROT255
10027577,AAKHROT 250GM,PCS,-30,0,500,260,275,HINDUSTAN UNILEVER LTD,AKHROT260
10027525,AAKROT,PCS,-6,0,475,260,280,HINDUSTAN UNILEVER LTD,8906009181127
10027438,AAKROT 500GM,PCS,1,0,530,310,340,HINDUSTAN UNILEVER LTD,8906009181097
10028370,AAKROT GIR 250GM,PCS,15,0,450,236,260,HINDUSTAN UNILEVER LTD,GIRI235
10027022,AALSI 250g,PCS,-21,0,40,20,30,HINDUSTAN UNILEVER LTD,AALSI20
10026363,AAMCHUR 100g,PCS,-18,0,40,20,30,HINDUSTAN UNILEVER LTD,AAMCHUR20
10026730,AAMCHUR 100Gm,PCS,-4,0,22,18,20,HINDUSTAN UNILEVER LTD,AAMCHUR18
10027215,AAMCHUR 100GM,PCS,24,0,70,32.4,64,HINDUSTAN UNILEVER LTD,8901786271009
10027265,AAMCHUR 100GM,PCS,-1,0,30,15,20,HINDUSTAN UNILEVER LTD,8901652140201
10027341,AAMCHUR 100GM,PCS,-8,0,30,15,20,HINDUSTAN UNILEVER LTD,AAMCHUR15
10027929,AANJEER 250Gm,PCS,-10,0,300,200,220,HINDUSTAN UNILEVER LTD,AAEER200
10026850,AANJEER 500Gm,PCS,-3,0,500,390,430,HINDUSTAN UNILEVER LTD,4311596455706
10026851,AANJEER 500Gm,PCS,-31,0,300,200,220,HINDUSTAN UNILEVER LTD,AANJEER200
10027824,AANJEER 500Gm,PCS,-6,0,500,420,430,HINDUSTAN UNILEVER LTD,ANJER420
10027258,AASHIRVAAD MULTIGRAIN 5KG,PCS,3,0,305,262.63,270,HINDUSTAN UNILEVER LTD,8901725111533
10005996,AASHIRWAD Aata Multigrain 5kg,PACK,2,0,305,0,275,ITC,8901725121624
10025956,AASTA AAGARBATI KAVDA 20g,PCS,1,0,10,6.5,10,FSSAI,8904109403293
10025964,AASTHA AGARBATTI BHAKTI 10STICKS,PCS,-2,0,15,9.75,13,FSSAI,8904109404047
10025951,AASTHA AGARBATTI LOBAN 60 STICKS,PCS,1,0,30,19.5,23,FSSAI,8904109403583
10025961,AASTHA AGARBATTI ROSE 20STICKS,PCS,-1,0,30,19.5,26,FSSAI,8904109404337
10025950,AASTHA AGARBATTI ROSE 60STICKS,PCS,1,0,30,19.5,23,FSSAI,8904109403538
10025955,AASTHA AGARBATTI TATHASTU 75g,PCS,-1,0,30,19.5,23,FSSAI,8904109403699
10025959,AASTHA DHOOP SANDAL 20STICKS,PCS,1,0,30,19.5,26,FSSAI,8904109404344
10027023,AATA RUSK 350GM,PCS,5,0,50,40,45,HINDUSTAN UNILEVER LTD,RUSK40
10027373,ACT,PCS,-22,0,10,9.09,10,HINDUSTAN UNILEVER LTD,8901512545909
10018486,ACT 270GM,PACK,12,0,30,0,30,GENERAL,8901512540508
10011473,ACT II Chilli Surprise 10/-,PACK,411008,0,10,0,10,Agro Tech Foods Ltd.,8901512540409
10011474,ACT II Classic Salted 10/-,PACK,50,0,10,0,10,Agro Tech Foods Ltd.,8901512540102
10011475,ACT II Golden Sizzle 10/-,PACK,72,0,30,0,30,Agro Tech Foods Ltd.,8901512540201
10020814,ACT II magic butter,PACK,96,0,10,0,10,GENERAL,8901512540805
10025425,ACT II TANDOORI TADKA 70G,PACK,9,0,30,0,30,Agro Tech Foods Ltd.,8901512543400
10027439,ACT POPKON 60G,PCS,3,0,20,18.18,20,HINDUSTAN UNILEVER LTD,8901512546005
10028134,ACTIV POPCORN 70G,PCS,10,0,10,9.09,10,HINDUSTAN UNILEVER LTD,8901512546104
10028255,ADVANCE BARTAN 1L,PCS,10,0,125,52,80,HINDUSTAN UNILEVER LTD,9060328464688
10009885,AER BRIGHT TANGY,PACK,6,0,55,0,52,GODREJ,8901023014505
10017144,AER FRESH LUSH,PACK,2,0,55,0,52,GODREJ,8901023016011
10009887,AER MORNING MISHTY,PACK,1,0,55,0,52,GODREJ,8901023014529
10017004,AER PETAL PINK,PACK,12,0,55,0,52,GODREJ,8901023016004
10009886,AER Voilet 55/-,PACK,18,0,55,0,52,GODREJ,8901023014512
10027142,AGARBATI KASTURI 18g,PCS,65,0,15,7.39,10,HINDUSTAN UNILEVER LTD,8906049573333
10028324,AGARBATI PRABHU SPARSH 400GM,PCS,1,0,140,85,100,HINDUSTAN UNILEVER LTD,8906097161520
10028325,AGARBATTI DALI SELECT 400Gm,PCS,4,0,140,85,100,HINDUSTAN UNILEVER LTD,8906097161506
10006019,AIM MATCH BOX,PACK,-17,0,10,0,10,ITC,8906016577012
10028171,AJINO MOTO 50GM,PCS,16,0,20,12,15,HINDUSTAN UNILEVER LTD,AJINO12
10026227,AJWAIN 100G,PCS,4,0,30,16,25,NILONs,AJWAIN16
10026728,AJWAIN 100Gm,PCS,-9,0,45,36,45,HINDUSTAN UNILEVER LTD,AJWAIN36
10027910,AJWAIN 500Gm,PCS,6,0,130,90,110,HINDUSTAN UNILEVER LTD,AJWAIN90
10026729,AJWAIN 50Gm,PCS,-119,0,22,18,20,HINDUSTAN UNILEVER LTD,AJWAIN18
10027150,AJWIN COOKIES 200Gm,PCS,-4,0,60,48,55,HINDUSTAN UNILEVER LTD,AJWAIN48
10027621,Akash raita boondi 40G,PCS,32,0,10,8.2,10,HINDUSTAN UNILEVER LTD,8906005911490
10026736,AKHROT 250GM,PCS,8,0,500,265,275,HINDUSTAN UNILEVER LTD,KAKHRO265
10027196,AKHROT 250GM,PCS,-8,0,550,266,275,HINDUSTAN UNILEVER LTD,AKHROT255
10021865,AKHROT 500G,KG,-7,0,540,320,330,GENERAL,AKHROT320
10026132,ALIFE  LLOVELY LIME SHOAP,PCS,14,0,40,26.12,35,TEMPTIN,8906008810516
10026131,ALIFE SHOAP,PCS,10,0,40,27.12,35,TEMPTIN,8906008810509
10027616,ALL IN ONE 200g,PCS,5,0,47,40.7,45,HINDUSTAN UNILEVER LTD,8904004402056
10027729,ALL IN ONE 400GM,PCS,6,0,90,77.86,86,HINDUSTAN UNILEVER LTD,8904004402032
10026435,ALL OUT 95ML,PCS,-1,0,0,0,40,GENERAL,8906006430099
10009043,ALL OUT LIQUID VAPORIZER REFILL 45 ML,PACK,10,0,89,0,80,SC JOHNSON COMPANY,8906006430273
10024407,ALL OUT SATTVA REFIL 45M,PACK,17,57,75,57,70,SC JOHNSON,8904271200454
10023018,ALL OUT ULTRA POWER,PACK,6,0,134,0,125,SC JOHNSON,8906006430402
10018518,ALLOUT MACHINE SET 45ml,PACK,-4,64,89,64,88,GENERAL,8906006435773
10018519,ALLOUT RF.,PACK,4,0,72,0,70,GENERAL,8906006430419
10009613,ALLOUT Ultra Ref 45ml,PACK,17,0,72,0,70,SC JOHNSON COMPANY,8904271200232
10027650,ALMOND,PCS,-2,0,20,18.5,20,HINDUSTAN UNILEVER LTD,8901262070096
10028092,ALMOND DROP 19ML,PCS,4,0,10,9,10,HINDUSTAN UNILEVER LTD,88906014765039
10000513,Almond Drop 300ml,PACK,2,0,175,0,165,BAJAJ,8906014765985
10026956,ALMOND TREAT 72G,PCS,10,0,100,89.28,98,HINDUSTAN UNILEVER LTD,7622201138455
10027551,ALOE VERA KANTI 250Gm,PCS,2,0,84,77.76,82,HINDUSTAN UNILEVER LTD,8904109464584
10027195,ALOEVERA SOAP,PCS,-1,0,10,9,10,HINDUSTAN UNILEVER LTD,8904109449666
10018329,ALOEVERAGEL+RS10/DANTKANTI 150ML,PACK,5,0,90,0,88,GENERAL,8904109400643
10027895,ALOO FRYUMS 150GM,PCS,3,0,45,28,40,HINDUSTAN UNILEVER LTD,CACARI28
10028400,ALOO GALHARI 50Gm,PCS,47,0,10,9,10,HINDUSTAN UNILEVER LTD,8906014920445
10026912,AMBI PUR 275G,PCS,-1,0,279,197.62,250,HINDUSTAN UNILEVER LTD,4902430918329
10026913,AMBI PUR 275G,PCS,7,0,279,197.62,250,HINDUSTAN UNILEVER LTD,4902430918336
10027653,AMBI PUR 275G,PCS,1,0,279,232.49,250,HINDUSTAN UNILEVER LTD,4902430918343
10026911,AMBI PUR AIR 275G,PCS,1,0,299,211.79,250,HINDUSTAN UNILEVER LTD,4902430919111
10026914,AMBI PUR AIR 275G,PCS,1,0,279,197.62,250,HINDUSTAN UNILEVER LTD,4902430918312
10020866,AMBI PUR CAR VANILLA B,PACK,1,0,299,0,250,P & G,4902430819664
10021805,AMBI PUR FRESH BOOST,PACK,1,0,299,0,250,Procter & gamble,4902430820547
10021803,AMBI PUR Sweet citrus and zest,PACK,2,0,299,0,250,Procter & gamble,4902430819695
10021806,AMBI PUR TOILET FRESH,PACK,1,0,299,0,250,Procter & gamble,4902430820561
10015690,Ambipure Car ST Exotic Jasmine 7.5ml 315/-,PACK,1,0,299,0,250,P & G,4902430819718
10019807,AMCHUR 100 GM,PACK,-1,0,30,0,18,GENERAL,99901000001279
10027561,AMINA HANNA NATURAL BROWN 25g,PCS,5,0,24,16,22,HINDUSTAN UNILEVER LTD,8906077710038
10010515,Amina Henna 20gm 6/-,PACK,160,0,6,0,6,Amina Henna Herbal (India) Pvt. Ltd.,8906027540036
10010514,Amina Henna 40Gm,PACK,14,0,10,0,10,Amina Henna Herbal (India) Pvt. Ltd.,8906027540043
10013432,Amina Henna 80Gm,PACK,-14,0,22,0,20,Amina Henna Herbal (India) Pvt. Ltd.,8906027540067
10011519,Amina Henna Natural Black 30Gm,PACK,-6,0,24,0,22,Amina Henna Herbal (India) Pvt. Ltd.,8906077710021
10027694,AMLA ALOE VERA 200ML,PCS,2,0,95,78.66,90,HINDUSTAN UNILEVER LTD,8901207032387
10027692,AMLA ALOE VERA 54ML,PCS,3,0,20,16.75,19,HINDUSTAN UNILEVER LTD,89009048
10027701,AMLA-ALOEVERA JUICE 500Ml,PCS,3,0,100,83.32,95,HINDUSTAN UNILEVER LTD,8904109465291
10025969,AMMAM TRIANGA JHADU,PCS,4,0,91,45,50,AHINSHA,AMMAM TIRANGA45
10028058,AMUL BASUDI 250ML,\\\\,1,0,50,46,50,HINDUSTAN UNILEVER LTD,8901262150897
10028367,AMUL BELGIAN  35G,PCS,19,0,40,33.32,38,HINDUSTAN UNILEVER LTD,8901262071758
10012639,AMUL Bindas Chocolate 5/-,PACK,70,0,5,0,5,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262070379
10027152,AMUL BUTTER,PCS,1,0,510,459,470,HINDUSTAN UNILEVER LTD,8901262010184
10007736,AMUL Butter 100gm,PACK,108,0,48,0,48,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262010016
10022453,AMUL BUTTER 200gm,PACK,1,0,98,0,97,GENERAL,8901262010320
10027153,AMUL BUTTER 50 UNITS,PCS,5,0,485,441.35,470,HINDUSTAN UNILEVER LTD,8901262010306
10007038,AMUL Butter 500gm,PACK,11,0,235,0,230,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262010023
10027881,AMUL BUTTER 500GM,PCS,1,0,300,210,220,HINDUSTAN UNILEVER LTD,BUTTER210
10028116,AMUL BUTTER COOKIES 20,PCS,10,0,20,17.6,20,HINDUSTAN UNILEVER LTD,8901262221122
10028061,AMUL BUTTER COOKIES 50g,PCS,3,0,20,18.29,20,HINDUSTAN UNILEVER LTD,8901262221627
10028062,AMUL BUTTER COOKIES 50GM,PCS,3,0,10,8.8,10,HINDUSTAN UNILEVER LTD,8901262221511
10028060,AMUL BUTTER COOKIES OATS 50G,PCS,8,0,15,13.2,15,HINDUSTAN UNILEVER LTD,8901262221047
10026826,AMUL CHADAI DUDH 200ML,PCS,2,0,30,26.7,30,HINDUSTAN UNILEVER LTD,U8901262151917
10027367,AMUL CHEES 200G,PCS,-4,0,106,94.47,105,HINDUSTAN UNILEVER LTD,8901262020244
10027602,AMUL CHEES 500G,PCS,1,0,245,224.8,242,HINDUSTAN UNILEVER LTD,8901262020381
10009632,AMUL Cheese Mozzarella Pizza 200gm 86/-,PACK,5,0,100,0,99,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262020206
10012030,AMUL Cheese Slice 200gm,PACK,22,0,71,0,70,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262020046
10009487,AMUL Cheese Slices 10s,PACK,7,0,122,0,120,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262020015
10011317,AMUL CheeseSpread 200gm 75/-,PACK,1,0,85,0,84,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262060011
10011314,AMUL CheeseSpread Spicy Garlic 200gm 75/-,PACK,2,0,85,0,84,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262060028
10028369,AMUL CHOCOMINIS 250G,PCS,1,0,120,107.16,115,HINDUSTAN UNILEVER LTD,8901262070546
10026828,AMUL COOL BADAM 180Ml,PCS,12,0,20,17.8,20,HINDUSTAN UNILEVER LTD,8901262152242
10026842,AMUL COW GHEE 1L,PCS,1,0,510,474,490,HINDUSTAN UNILEVER LTD,8901262030601
10026843,AMUL COW GHEE 200ML,PCS,1,0,115,103.22,112,HINDUSTAN UNILEVER LTD,8901262030564
10027158,AMUL COW GHEE 500ML,PCS,1,0,260,239.54,255,HINDUSTAN UNILEVER LTD,8901262030519
10027156,AMUL COW GHEE AL,PCS,5,0,515,489.53,505,HINDUSTAN UNILEVER LTD,8901262030243
10028382,AMUL DAHI 200G,PCS,3,0,20,18,20,HINDUSTAN UNILEVER LTD,8901262200028
10028167,AMUL DAHI 400g,PCS,-18,0,27,25,27,HINDUSTAN UNILEVER LTD,8901262200622
10027879,AMUL DARK CHOCOLATE 40G,PCS,17,0,25,20.83,24,HINDUSTAN UNILEVER LTD,8901262070454
10027157,AMUL DARK PASSION 15G,PCS,1,0,10,7.5,10,HINDUSTAN UNILEVER LTD,8901262071086
10027880,AMUL DARK SUGAR FREE 35G,PCS,4,0,30,24.99,29,HINDUSTAN UNILEVER LTD,8901262070324
10028368,AMUL ENERGY 40G,PCS,10,0,25,20.83,24,HINDUSTAN UNILEVER LTD,8901262070898
10010518,AMUL Fresh Cream 1ltr 185/-,PACK,7,0,197,0,190,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262150118
10017775,AMUL Fresh Cream 250ml,PACK,82,0,63,0,62,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262151863
10027877,AMUL FRUIT N NUT 150G,PCS,1,0,100,80,95,HINDUSTAN UNILEVER LTD,8901262070539
10027540,AMUL FRUIT NUT 40G,PCS,70010,0,30,24.99,28,HINDUSTAN UNILEVER LTD,8901262070058
10028115,AMUL GARLIC & HERBS BUTTER 100G,PCS,5,0,49,44.89,48,HINDUSTAN UNILEVER LTD,8901262010344
10018493,AMUL GHEE 1L,PACK,1,0,520,0,480,GENERAL,8901262030069
10000730,AMUL Ghee 1ltr REFILL,PACK,7,0,500,0,480,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262030151
10018494,AMUL GHEE 500ML,PACK,1,0,255,0,250,GENERAL,8901262030267
10016047,AMUL Ghee Ref 200ml,PACK,1,0,106,0,104,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262030137
10009099,AMUL Ghee Tin 500ml 205/-,PACK,2,0,260,0,255,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262030250
10028168,AMUL GOLD 500Ml,PCS,-20,0,27,26.5,27,HINDUSTAN UNILEVER LTD,8901262260107
10026859,AMUL HALDI DOODH 200Ml,PCS,1,0,30,26.71,30,HINDUSTAN UNILEVER LTD,8901262151344
10026829,AMUL KOOL ELAICHI 180Ml,PCS,9,0,20,17.8,20,HINDUSTAN UNILEVER LTD,8901262152228
10026830,AMUL KOOL KESAR 180Ml,PCS,-1,0,20,17.8,20,HINDUSTAN UNILEVER LTD,8901262152211
10028057,AMUL KOOL KOKO 200ML,PCS,1,0,30,26.7,30,HINDUSTAN UNILEVER LTD,8901262151313
10026827,AMUL KOOL ROSE 180ML,PCS,10,0,20,17.8,20,HINDUSTAN UNILEVER LTD,8901262152235
10026840,AMUL LASSI 200ML,PCS,48,0,15,13.5,15,HINDUSTAN UNILEVER LTD,8901262200189
10024850,AMUL LASSI 250ml,PACK,45,0,20,0,20,AMUL,8901262151696
10027913,AMUL LASSI ROSE 250ML,PCS,5,0,25,18.75,24,HINDUSTAN UNILEVER LTD,8901262151849
10015665,AMUL Malai Paneer 200Gm 64/-,PACK,10,70,75,0,72,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262180016
10016375,AMUL Masti ButterMilk 200ml,PACK,107,0,12,0,12,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262200196
10027593,AMUL MILK,PCS,-1,0,25,22,25,HINDUSTAN UNILEVER LTD,8901262152112
10027154,AMUL MILK CHOCOLATE 12G,PCS,34,0,10,8.33,10,HINDUSTAN UNILEVER LTD,8901262071598
10027878,AMUL MILK CHOCOLATE 40G,PCS,25,0,25,20.83,24,HINDUSTAN UNILEVER LTD,8901262070010
10028364,AMUL MILK SHAKE 180ML,PCS,5,0,25,22.24,24,HINDUSTAN UNILEVER LTD,8901262152419
10026831,AMUL MILK SHAKE 200ML,PCS,2,0,25,22.25,25,HINDUSTAN UNILEVER LTD,8901262152212
10009612,AMUL Mithai Mate 400gm 88/-,PACK,1,0,106,0,105,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262120029
10022299,AMUL MOTI MILK 500ML,PACK,6,0,28,0,28,GUJARAT CO OPERATIVE MILK,8901262151368
10026600,AMUL PURE GHEE 1LTR,PCS,1,0,500,485,480,GENERAL,8901262030700
10027875,AMUL PURE GHEE 200ML,PCS,1,0,112,102.48,110,HINDUSTAN UNILEVER LTD,8901262030458
10028218,AMUL RASOGALLA 1 Kg,PCS,1,0,185,160.95,180,HINDUSTAN UNILEVER LTD,8901262050067
10027155,AMUL SHRIKHAND 100G,PCS,4,0,25,22.32,25,HINDUSTAN UNILEVER LTD,8901262040051
10026832,AMUL SMOOTHIES 200ML,PCS,2,0,30,22.25,30,HINDUSTAN UNILEVER LTD,8901262151771
10026869,AMUL SPRAY 500g,PCS,1,0,190,190,188,HINDUSTAN UNILEVER LTD,8901262080040
10028366,AMUL SUGAR FREE 150GM,PCS,9,0,125,100,120,HINDUSTAN UNILEVER LTD,8901262071048
10007735,AMUL Taaza 1ltr 60/-,PACK,162,0,64,0,63,MOTHER DAIRY FRUIT & VEGETABLE PVT LTD,8901262150064
10018683,AMUL TAAZA 200ML,PACK,3,0,14,0,14,GENERAL,8901262150088
10028169,AMUL TAAZA 500Ml,PCS,-13,0,22,21.5,22,HINDUSTAN UNILEVER LTD,8901262260718
10027146,AMUL TRU,PCS,-3,0,10,9,10,HINDUSTAN UNILEVER LTD,8901262152297
10026838,AMUL TRU 200ML,PCS,2,0,10,9,10,HINDUSTAN UNILEVER LTD,8901262152273
10026839,AMUL TRU FRUIT 890126215229718,PCS,5,0,10,9,10,HINDUSTAN UNILEVER LTD,8901262152274
10026837,AMUL TRU FRUIT NUTRTION 180ML,PCS,2,0,10,9,10,HINDUSTAN UNILEVER LTD,8901262152266
10028408,AMULBUTTERMILK,PCS,-1,0,12,11,12,HINDUSTAN UNILEVER LTD,8901262200004
10026844,AMULS MIL PWODER 13.5G,PCS,12,0,5,4.62,5,HINDUSTAN UNILEVER LTD,8901262080286
10026856,AMULS PRAY 24G,PCS,1,0,10,9.25,10,HINDUSTAN UNILEVER LTD,8901262080279
10027159,AMULYA 24G,PCS,17,0,10,9.25,10,HINDUSTAN UNILEVER LTD,8901262090414
10026858,AMULYA DAIRY WHITENER 1Kg,PCS,1,0,410,354.16,380,HINDUSTAN UNILEVER LTD,8901262090315
10026062,ANGIR,PCS,-1,0,490243.08,0,411804.19,DHARA,AANGIR190
10018056,ANJEER 250 GM,PACK,-1,0,0,0,0,GENERAL,99901000000240
10026404,ANJEER \,PCS,-8,0,540,380,400,GENERAL,ANJEER380
10027856,ANTI DAND RUF HAIR FALL CREAM 100ML,PCS,2,0,80,64,75,HINDUSTAN UNILEVER LTD,8901138836177
10027857,ANTI DANDRUF CONDITIONER 100mL,PCS,2,0,90,72,85,HINDUSTAN UNILEVER LTD,8901138838515
10026028,AP SPECAIL 12g,PCS,2,0,30,21,28,HALDIRAMS,AP21
10027102,AP SPECIAL,PCS,9,0,30,20,28,HINDUSTAN UNILEVER LTD,SPACIAL20
10011083,APPY APPLE DRINK 10/-,PACK,15,0,10,0,10,PARLE AGRO,8902579103408
10007316,APPY FIZZ 1000M,PACK,18,0,58,0,58,PARLE AGRO,8902579131036
10022908,APPY FIZZ 600ML,PACK,9,0,30,0,30,PARLE AGRO,8902579000004
10007314,APPY FIZZE 250M,PACK,40,0,15,0,15,PARLE AGRO,8902579131005
10024434,APPY PIZZ 160 ML,PACK,80,0,10,0,10,EPICU AGRO PRODUCTS,8902579000196
